stock_code,company_name,sector_name
1301,極洋,水産・農林業
1305,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年１回決算型）,その他
1306,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ連動型上場投信,その他
1308,日興アセットマネジメント株式会社　　上場インデックスファンドＴＯＰＩＸ,その他
1309,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＣｈｉｎａＡＭＣ・中国株式・上証５０連動型上場投信,その他
130A,Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,医薬品
1311,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ　Ｃｏｒｅ　３０連動型上場投信,その他
1319,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　日経３００株価指数連動型上場投信,その他
131A,ＣＣＮグループ,情報･通信業
1320,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経２２５（年１回決算型）,その他
1321,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　日経２２５連動型上場投信,その他
1322,日興アセットマネジメント株式会社　上場インデックスファンド中国Ａ株（パンダ）Ｅ　Ｆｕｎｄ　ＣＳＩ３００,その他
1324,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ロシア株式指数連動型上場投信,その他
1325,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ブラジル株式指数・ボベスパ連動型上場投信,その他
1326,ワールド・ゴールド・トラスト・サービシズ・エルエルシー　ＳＰＤＲゴールド・シェア,その他
1328,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信,その他
1329,ブラックロック・ジャパン株式会社　　ｉシェアーズ・コア　日経２２５　ＥＴＦ,その他
132A,アイエヌホールディングス,陸運業
1330,日興アセットマネジメント株式会社　　上場インデックスファンド２２５,その他
1332,ニッスイ,水産・農林業
1333,マルハニチロ,水産・農林業
133A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　超短期米国債　ＥＴＦ,その他
1343,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ　指数連動型上場投信,その他
1345,日興アセットマネジメント株式会社　上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,その他
1346,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　日経２２５上場投信,その他
1348,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　トピックス上場投信,その他
1349,ステート・ストリート・グローバル・アドバイザーズ・シンガポール・リミテッド　ＡＢＦ汎アジア債券インデックス・ファンド,その他
134A,アプライズ,サービス業
1356,シンプレクス・アセット・マネジメント株式会社　ＴＯＰＩＸベア２倍上場投信,その他
1357,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,その他
1358,日興アセットマネジメント株式会社　上場インデックスファンド日経レバレッジ指数,その他
135A,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,情報･通信業
1360,シンプレクス・アセット・マネジメント株式会社　日経平均ベア２倍上場投信,その他
1364,ブラックロック・ジャパン株式会社　ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,その他
1365,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経平均レバレッジ・インデックス,その他
1366,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経平均ダブルインバース・インデックス,その他
1367,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸレバレッジ（２倍）指数,その他
1368,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸダブルインバース（−２倍）指数,その他
1369,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　日経２２５,その他
136A,三興商事,建設業
1375,雪国まいたけ,水産・農林業
1376,カネコ種苗,水産・農林業
1377,サカタのタネ,水産・農林業
1379,ホクト,水産・農林業
137A,Ｃｏｃｏｌｉｖｅ,情報･通信業
1380,秋川牧園,水産・農林業
1381,アクシーズ,水産・農林業
1382,ホーブ,水産・農林業
1383,ベルグアース,水産・農林業
1384,ホクリヨウ,水産・農林業
138A,光フードサービス,小売業
1397,三井住友ＤＳアセットマネジメント株式会社　ＳＭＤＡＭ　日経２２５上場投信,その他
1398,三井住友ＤＳアセットマネジメント株式会社　ＳＭＤＡＭ　東証ＲＥＩＴ指数上場投信,その他
1399,日興アセットマネジメント株式会社　上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,その他
139A,東日本地所,不動産業
1401,エムビーエス,建設業
1407,ウエストホールディングス,建設業
140A,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　米国１０年国債先物インバース,その他
1414,ショーボンドホールディングス,建設業
1417,ミライト・ワン,建設業
1418,インターライフホールディングス,建設業
1419,タマホーム,建設業
141A,トライアルホールディングス,小売業
1420,サンヨーホームズ,建設業
1429,日本アクア,建設業
142A,ジンジブ,サービス業
1430,ファーストコーポレーション,建設業
1431,Ｌｉｂ　Ｗｏｒｋ,建設業
1432,動力,建設業
1433,ベステラ,建設業
1434,ＪＥＳＣＯホールディングス,建設業
1435,ｒｏｂｏｔ　ｈｏｍｅ,不動産業
1436,グリーンエナジー＆カンパニー,建設業
1438,岐阜造園,建設業
1439,安江工務店,建設業
143A,イシン,サービス業
1443,技研ホールディングス,建設業
1444,ニッソウ,建設業
1445,ひかりホールディングス,建設業
1446,キャンディル,建設業
1447,ＩＴｂｏｏｋホールディングス,建設業
144A,エネルギーパワー,建設業
1450,田中建設工業,建設業
1451,ＫＨＣ,建設業
1452,横浜ライト工業,建設業
1456,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　日経平均インバース・インデックス,その他
1457,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸインバース（−１倍）指数,その他
1458,楽天投信投資顧問株式会社　楽天ＥＴＦ‐日経レバレッジ指数連動型,その他
1459,楽天投信投資顧問株式会社　楽天ＥＴＦ‐日経ダブルインバース指数連動型,その他
145A,Ｌ　ｉｓ　Ｂ,情報･通信業
1464,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００レバレッジ・インデックス,その他
1465,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００インバース・インデックス,その他
1466,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００ダブルインバース・インデックス,その他
1469,シンプレクス・アセット・マネジメント株式会社　ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）,その他
146A,コロンビア・ワークス,不動産業
1472,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信,その他
1473,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　トピックス,その他
1474,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　ＪＰＸ日経４００,その他
1475,ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,その他
1476,ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　Ｊリート　ＥＴＦ,その他
1477,ブラックロック・ジャパン株式会社　ｉシェアーズ　ＭＳＣＩ　日本株最小分散　ＥＴＦ,その他
1478,ブラックロック・ジャパン株式会社　ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,その他
1479,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株人材設備投資指数,その他
147A,ソラコム,情報･通信業
1480,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　野村企業価値分配指数連動型上場投信,その他
1481,日興アセットマネジメント株式会社　上場インデックスファンド日本経済貢献株,その他
1482,ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　米国債７−１０年　ＥＴＦ（為替ヘッジあり）,その他
1483,ブラックロック・ジャパン株式会社　ｉシェアーズ　ＪＰＸ／Ｓ＆Ｐ設備・人材投資　ＥＴＦ,その他
1484,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数,その他
1485,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　ＪＡＰＡＮ　設備・人材積極投資企業２００上場投信,その他
1486,日興アセットマネジメント株式会社　上場インデックスファンド米国債券（為替ヘッジなし）,その他
1487,日興アセットマネジメント株式会社　上場インデックスファンド米国債券（為替ヘッジあり）,その他
1488,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数,その他
1489,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信,その他
148A,ハッチ・ワーク,情報･通信業
1490,日興アセットマネジメント株式会社　上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）,その他
1491,中外鉱業,非鉄金属
1493,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型,その他
1494,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　高配当日本株,その他
1495,日興アセットマネジメント株式会社　上場インデックスファンドアジアリート,その他
1496,ブラックロック・ジャパン株式会社　ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,その他
1497,ブラックロック・ジャパン株式会社　ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ（為替ヘッジあり）,その他
1498,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　ＥＳＧ,その他
1499,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信,その他
149A,シンカ,情報･通信業
150A,ＪＳＨ,サービス業
1514,住石ホールディングス,鉱業
1515,日鉄鉱業,鉱業
1518,三井松島ホールディングス,鉱業
151A,ダイブ,サービス業
152A,オプティ,卸売業
153A,カウリス,情報･通信業
1540,三菱ＵＦＪ信託銀行株式会社　純金上場信託（現物国内保管型）,その他
1541,三菱ＵＦＪ信託銀行株式会社　純プラチナ上場信託（現物国内保管型）,その他
1542,三菱ＵＦＪ信託銀行株式会社　純銀上場信託（現物国内保管型）,その他
1543,三菱ＵＦＪ信託銀行株式会社　純パラジウム上場信託（現物国内保管型）,その他
1545,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ−１００（為替ヘッジなし）連動型上場投信,その他
1546,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジなし）連動型上場投信,その他
1547,日興アセットマネジメント株式会社　上場インデックスファンド米国株式（Ｓ＆Ｐ５００）,その他
154A,ＧＡＩＡ,その他金融業
1550,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信,その他
1551,シンプレクス・アセット・マネジメント株式会社　東証スタンダードＴＯＰ２０ＥＴＦ,その他
1554,日興アセットマネジメント株式会社　上場インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）除く日本,その他
1555,日興アセットマネジメント株式会社　上場インデックスファンド豪州リート（Ｓ＆Ｐ／ＡＳＸ２００　Ａ−ＲＥＩＴ）,その他
1557,ステート・ストリート・グローバル・アドバイザーズ・トラスト・カンパニー　ＳＰＤＲ　Ｓ＆Ｐ５００　ＥＴＦ,その他
1559,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　タイ株式ＳＥＴ５０指数連動型上場投信,その他
155A,情報戦略テクノロジー,情報･通信業
1560,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥブルサ・マレーシアＫＬＣＩ連動型上場投信,その他
1563,シンプレクス・アセット・マネジメント株式会社　東証グロース・コアＥＴＦ,その他
1566,日興アセットマネジメント株式会社　上場インデックスファンド新興国債券,その他
1568,シンプレクス・アセット・マネジメント株式会社　ＴＯＰＩＸブル２倍上場投信,その他
1569,シンプレクス・アセット・マネジメント株式会社　ＴＯＰＩＸベア上場投信,その他
156A,マテリアルグループ,サービス業
1570,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ日経平均レバレッジ・インデックス連動型上場投信,その他
1571,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ日経平均インバース・インデックス連動型上場投信,その他
1572,シンプレクス・アセット・マネジメント株式会社　中国Ｈ株ブル２倍上場投信,その他
1573,シンプレクス・アセット・マネジメント株式会社　中国Ｈ株ベア上場投信,その他
1577,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０連動型上場投信,その他
1578,日興アセットマネジメント株式会社　上場インデックスファンド日経２２５（ミニ）,その他
1579,シンプレクス・アセット・マネジメント株式会社　日経平均ブル２倍上場投信,その他
157A,グリーンモンスター,サービス業
1580,シンプレクス・アセット・マネジメント株式会社　日経平均ベア上場投信,その他
1585,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ　Ｅｘ−Ｆｉｎａｎｃｉａｌｓ,その他
1586,日興アセットマネジメント株式会社　上場インデックスファンドＴＯＰＩＸ　Ｅｘ−Ｆｉｎａｎｃｉａｌｓ,その他
158A,エクセリ,小売業
1591,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経インデックス４００連動型上場投信,その他
1592,日興アセットマネジメント株式会社　上場インデックスファンドＪＰＸ日経インデックス４００,その他
1593,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　ＪＰＸ日経インデックス４００上場投信,その他
1595,農林中金全共連アセットマネジメント株式会社　ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数,その他
1596,農林中金全共連アセットマネジメント株式会社　ＮＺＡＭ　上場投信　ＴＯＰＩＸ　Ｅｘ−Ｆｉｎａｎｃｉａｌｓ,その他
1597,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ　Ｊリート上場投信,その他
1599,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００,その他
159A,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸプライム１５０指数連動型上場投信,その他
1605,ＩＮＰＥＸ,鉱業
160A,アズパートナーズ,サービス業
1615,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　東証銀行業株価指数連動型上場投信,その他
1617,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　食品（ＴＯＰＩＸ−１７）上場投信,その他
1618,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　エネルギー資源（ＴＯＰＩＸ−１７）上場投信,その他
1619,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　建設・資材（ＴＯＰＩＸ−１７）上場投信,その他
161A,三葉,サービス業
1620,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　素材・化学（ＴＯＰＩＸ−１７）上場投信,その他
1621,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　医薬品（ＴＯＰＩＸ−１７）上場投信,その他
1622,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　自動車・輸送機（ＴＯＰＩＸ−１７）上場投信,その他
1623,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　鉄鋼・非鉄（ＴＯＰＩＸ−１７）上場投信,その他
1624,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　機械（ＴＯＰＩＸ−１７）上場投信,その他
1625,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　電機・精密（ＴＯＰＩＸ−１７）上場投信,その他
1626,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　情報通信・サービスその他（ＴＯＰＩＸ−１７）上場投信,その他
1627,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　電力・ガス（ＴＯＰＩＸ−１７）上場投信,その他
1628,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　運輸・物流（ＴＯＰＩＸ−１７）上場投信,その他
1629,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　商社・卸売（ＴＯＰＩＸ−１７）上場投信,その他
162A,三菱ＵＦＪ証券ホールディングス株式会社　ＡＩセレクトメガトレンド　日本株（ネットリターン）ＥＴＮ,その他
1630,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　小売（ＴＯＰＩＸ−１７）上場投信,その他
1631,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　銀行（ＴＯＰＩＸ−１７）上場投信,その他
1632,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　金融（除く銀行）（ＴＯＰＩＸ−１７）上場投信,その他
1633,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　不動産（ＴＯＰＩＸ−１７）上場投信,その他
163A,三菱ＵＦＪ証券ホールディングス株式会社　半導体フォーカス　日本株（ネットリターン）ＥＴＮ,その他
164A,アップルパーク,不動産業
1651,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ高配当４０指数,その他
1652,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株女性活躍指数（ＷＩＮ）,その他
1653,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＭＳＣＩジャパンＥＳＧセレクト・リーダーズ指数,その他
1654,大和アセットマネジメント株式会社　ｉＦｒｅｅＥＴＦ　ＦＴＳＥ　Ｂｌｏｓｓｏｍ　Ｊａｐａｎ　Ｉｎｄｅｘ,その他
1655,ブラックロック・ジャパン株式会社　ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ,その他
1656,ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　米国債７−１０年　ＥＴＦ,その他
1657,ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　ＭＳＣＩ　先進国株（除く日本）ＥＴＦ,その他
1658,ブラックロック・ジャパン株式会社　ｉシェアーズ・コア　ＭＳＣＩ　新興国株　ＥＴＦ,その他
1659,ブラックロック・ジャパン株式会社　ｉシェアーズ　米国リート　ＥＴＦ,その他
165A,ＳＢＩレオスひふみ,証券･商品先物取引業
1660,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ高利回りＪリート上場投信,その他
1662,石油資源開発,鉱業
1663,Ｋ＆Ｏエナジーグループ,鉱業
166A,タスキホールディングス,不動産業
1671,シンプレクス・アセット・マネジメント株式会社　ＷＴＩ原油価格連動型上場投信,その他
1672,ウィズダムツリー・メタル・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　金上場投資信託,その他
1673,ウィズダムツリー・メタル・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　銀上場投資信託,その他
1674,ウィズダムツリー・メタル・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　白金上場投資信託,その他
1675,ウィズダムツリー・メタル・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　パラジウム上場投資信託,その他
1676,ウィズダムツリー・メタル・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　貴金属バスケット上場投資信託,その他
1677,日興アセットマネジメント株式会社　上場インデックスファンド海外債券（ＦＴＳＥ　ＷＧＢＩ）毎月分配型,その他
1678,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　インド株式指数・Ｎｉｆｔｙ　５０　連動型上場投信,その他
1679,シンプレクス・アセット・マネジメント株式会社　Ｓｉｍｐｌｅ−Ｘ　ＮＹ　ダウ・ジョーンズ・インデックス上場投信,その他
167A,リョーサン菱洋ホールディングス,卸売業
1680,日興アセットマネジメント株式会社　上場インデックスファンド海外先進国株式（ＭＳＣＩ−ＫＯＫＵＳＡＩ）,その他
1681,日興アセットマネジメント株式会社　上場インデックスファンド海外新興国株式（ＭＳＣＩ　エマージング）,その他
1682,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　日経・ＪＰＸ白金指数連動型上場投信,その他
1684,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　ブロード上場投資信託,その他
1685,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　エネルギー上場投資信託,その他
1686,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　産業用金属上場投資信託,その他
1687,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　農産物上場投資信託,その他
1688,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　穀物上場投資信託,その他
1689,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　天然ガス上場投資信託,その他
168A,イタミアート,その他製品
1690,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　ＷＴＩ　原油上場投資信託,その他
1691,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　ガソリン上場投資信託,その他
1692,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　アルミニウム上場投資信託,その他
1693,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　銅上場投資信託,その他
1694,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　ニッケル上場投資信託,その他
1695,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　小麦上場投資信託,その他
1696,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　とうもろこし上場投資信託,その他
1697,ウィズダムツリー・コモディティ・セキュリティーズ・リミテッド　ＷｉｓｄｏｍＴｒｅｅ　大豆上場投資信託,その他
1698,日興アセットマネジメント株式会社　上場インデックスファンド日本高配当（東証配当フォーカス１００）,その他
1699,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ＮＯＭＵＲＡ　原油インデックス連動型上場投信,その他
170A,三井住友トラスト・アセットマネジメント株式会社　ＳＭＴ　ＥＴＦ日本好配当株アクティブ,その他
1711,ＳＤＳホールディングス,建設業
1712,ダイセキ環境ソリューション,建設業
1716,第一カッター興業,建設業
1717,明豊ファシリティワークス,サービス業
1718,美樹工業,建設業
1719,安藤・間,建設業
171A,ゼロジャパン,卸売業
1720,東急建設,建設業
1721,コムシスホールディングス,建設業
1723,日本電技,建設業
1724,シンクレイヤ,建設業
1726,ビーアールホールディングス,建設業
172A,ネオホーム,不動産業
1730,麻生フオームクリート,建設業
1736,オーテック,建設業
173A,ハンモック,情報･通信業
1743,コーアツ工業,建設業
174A,エージェンテック,情報･通信業
1757,創建エース,建設業
1758,太洋基礎工業,建設業
175A,Ｗｉｌｌ　Ｓｍａｒｔ,情報･通信業
1762,高松コンストラクショングループ,建設業
1764,工藤建設,建設業
1766,東建コーポレーション,建設業
1768,ソネック,建設業
176A,レジル,電気･ガス業
1770,藤田エンジニアリング,建設業
1773,ワイ・ティー・エル・コーポレーション・バーハッド,建設業
1775,富士古河Ｅ＆Ｃ,建設業
1776,三井住建道路,建設業
177A,コージンバイオ,化学
1780,ヤマウラ,建設業
1783,ｆａｎｔａｓｉｓｔａ,不動産業
1786,オリエンタル白石,建設業
1787,ナカボーテック,建設業
1788,三東工業社,建設業
1789,ＥＴＳホールディングス,建設業
178A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　革新的優良企業　ＥＴＦ,その他
1793,大本組,建設業
1795,マサル,建設業
1798,守谷商会,建設業
1799,第一建設工業,建設業
179A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　超長期米国債　ＥＴＦ（為替ヘッジあり）,その他
1801,大成建設,建設業
1802,大林組,建設業
1803,清水建設,建設業
1805,飛島建設,建設業
1807,佐藤渡辺,建設業
1808,長谷工コーポレーション,建設業
180A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　超長期米国債　ＥＴＦ,その他
1810,松井建設,建設業
1811,錢高組,建設業
1812,鹿島建設,建設業
1813,不動テトラ,建設業
1814,大末建設,建設業
1815,鉄建建設,建設業
181A,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ米国国債１−３年上場投信（為替ヘッジなし）,その他
1820,西松建設,建設業
1821,三井住友建設,建設業
1822,大豊建設,建設業
1826,佐田建設,建設業
1827,ナカノフドー建設,建設業
1828,田辺工業,建設業
182A,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジなし）,その他
1833,奥村組,建設業
1835,東鉄工業,建設業
183A,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジあり）,その他
1840,土屋ホールディングス,建設業
1841,サンユー建設,建設業
1844,大盛工業,建設業
1847,イチケン,建設業
1848,富士ピー・エス,建設業
184A,学びエイド,情報･通信業
1850,南海辰村建設,建設業
1852,淺沼組,建設業
1853,森組,建設業
185A,リサイクルテック・ジャパン,サービス業
1860,戸田建設,建設業
1861,熊谷組,建設業
1866,北野建設,建設業
1867,植木組,建設業
186A,アストロスケールホールディングス,サービス業
1870,矢作建設工業,建設業
1871,ピーエス・コンストラクション,建設業
1873,日本ハウスホールディングス,建設業
1878,大東建託,不動産業
1879,新日本建設,建設業
187A,サムティホールディングス,不動産業
1882,東亜道路工業,建設業
1884,日本道路,建設業
1885,東亜建設工業,建設業
1887,日本国土開発,建設業
1888,若築建設,建設業
188A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　インド・トップ１０＋　ＥＴＦ,その他
1890,東洋建設,建設業
1893,五洋建設,建設業
1897,金下建設,建設業
1898,世紀東急工業,建設業
1899,福田組,建設業
189A,Ｄ＆Ｍカンパニー,サービス業
1904,大成温調,建設業
1905,テノックス,建設業
1909,日本ドライケミカル,機械
190A,Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,医薬品
1911,住友林業,建設業
1914,日本基礎技術,建設業
191A,ミモザ,サービス業
1921,巴コーポレーション,建設業
1925,大和ハウス工業,建設業
1926,ライト工業,建設業
1928,積水ハウス,建設業
1929,日特建設,建設業
192A,インテグループ,サービス業
1930,北陸電気工事,建設業
1934,ユアテック,建設業
1938,日本リーテック,建設業
1939,四電工,建設業
193A,グローベルス,不動産業
1941,中電工,建設業
1942,関電工,建設業
1944,きんでん,建設業
1945,東京エネシス,建設業
1946,トーエネック,建設業
1948,弘電社,建設業
1949,住友電設,建設業
194A,ＷＯＬＶＥＳ　ＨＡＮＤ,サービス業
1950,日本電設工業,建設業
1951,エクシオグループ,建設業
1952,新日本空調,建設業
1959,九電工,建設業
195A,ライスカレー,サービス業
